,Date,Home Score,Home Team,Line,Line ,Visitor,Visitor Score
22619,11/26/2010,7.0,Bowling Green,-7.0,,Western Michigan,41.0
22620,11/26/2010,3.0,Eastern Michigan,-25.0,,Northern Illinois,71.0
22621,11/26/2010,10.0,Pittsburgh,3.0,,West Virginia,35.0
22622,11/26/2010,13.0,Rutgers,-3.5,,Louisville,40.0
22623,11/26/2010,28.0,Kent State,-5.0,,Ohio,6.0
22624,11/26/2010,38.0,East Carolina,-1.0,,S-M-U,45.0
22625,11/26/2010,27.0,Alabama,4.0,,Auburn,28.0
22626,11/26/2010,55.0,Arizona State,12.5,,U.C.L.A.,34.0
22627,11/26/2010,45.0,Nebraska,17.0,,Colorado,17.0
22628,11/26/2010,56.0,Tulsa,3.5,,Southern Miss,50.0
22629,11/26/2010,48.0,Oregon,19.5,,Arizona,29.0
22630,11/26/2010,34.0,Nevada-Reno,-14.5,,Boise State,31.0
22631,11/27/2010,37.0,Ohio State,17.0,,Michigan,7.0
22632,11/27/2010,31.0,Purdue,4.5,,Indiana,34.0
22633,11/27/2010,38.0,Marshall,11.5,,Tulane,23.0
22634,11/27/2010,20.0,Miami-Florida,13.5,,South Florida,23.0
22635,11/27/2010,23.0,Mississippi,-3.0,,Mississippi State,31.0
22636,11/27/2010,31.0,Florida State,3.0,,Florida,7.0
22637,11/27/2010,24.0,Tennessee,3.0,,Kentucky,14.0
22638,11/27/2010,7.0,Clemson,-3.0,,South Carolina,29.0
22639,11/27/2010,17.0,Memphis,-27.0,,U-C-F,37.0
22640,11/27/2010,38.0,Connecticut,2.5,,Cincinnati,17.0
22641,11/27/2010,7.0,Syracuse,3.5,,Boston College,16.0
22642,11/27/2010,70.0,Wisconsin,23.0,,Northwestern,23.0
22643,11/27/2010,13.0,Vanderbilt,4.5,,Wake Forest,34.0
22644,11/27/2010,27.0,Minnesota,-15.5,,Iowa,24.0
22645,11/27/2010,38.0,Maryland,-2.0,,No Carolina State,31.0
22646,11/27/2010,19.0,Duke,-8.5,,North Carolina,24.0
22647,11/27/2010,37.0,Virginia Tech,22.0,,Virginia,7.0
22648,11/27/2010,35.0,Missouri,24.5,,Kansas,7.0
22649,11/27/2010,24.0,New Mexico State,-27.5,,Hawaii,59.0
22650,11/27/2010,28.0,Rice,-3.0,,U-A-B,23.0
22651,11/27/2010,42.0,Georgia,14.0,,Georgia Tech,34.0
22652,11/27/2010,22.0,Penn State,-1.5,,Michigan State,28.0
22653,11/27/2010,41.0,Oklahoma State,3.0,,Oklahoma,47.0
22654,11/27/2010,13.0,California,7.0,,Washington,16.0
22655,11/27/2010,17.0,Utah,7.5,,Brigham Young,16.0
22656,11/27/2010,38.0,Stanford,14.0,,Oregon State,0.0
22657,11/27/2010,31.0,Arkansas,3.5,,Louisiana State,23.0
22658,11/27/2010,17.0,New Mexico,-44.0,,Texas Christian,66.0
22659,11/27/2010,35.0,Texas Tech,9.0,,Houston,20.0
22660,11/27/2010,16.0,Southern Cal,4.5,,Notre Dame,20.0
22661,11/27/2010,38.0,San Jose State,-14.0,,Louisiana Tech,45.0
22662,11/27/2010,48.0,San Diego State,24.0,,Nevada-Las Vegas,14.0
22663,11/27/2010,23.0,Fresno State,10.5,,Idaho,20.0
22664,11/27/2010,22.0,UL-Monroe,7.0,,UL-Lafayette,23.0
22665,11/27/2010,38.0,Middle Tennessee,5.5,,Florida Atlantic,14.0
22666,11/27/2010,41.0,North Texas,-14.5,,Kansas State,49.0
22667,11/27/2010,31.0,Florida Intl,5.0,,Arkansas State,24.0
22668,11/27/2010,28.0,Troy,13.0,,Western Kentucky,14.0
22669,12/02/2010,29.0,Arizona,4.0,,Arizona State,30.0
22670,12/03/2010,25.0,Fresno State,-5.5,,Illinois,23.0
22671,12/03/2010,21.0,Northern Illinois,17.5,,Miami-Ohio,26.0
22672,12/04/2010,10.0,Cincinnati,-1.5,,Pittsburgh,28.0
22673,12/04/2010,35.0,West Virginia,21.0,,Rutgers,14.0
22674,12/04/2010,16.0,South Florida,2.5,,Connecticut,19.0
22675,12/04/2010,50.0,Boise State,39.5,,Utah State,14.0
22676,12/04/2010,17.0,Louisiana Tech,-8.5,,Nevada-Reno,35.0
22677,12/04/2010,14.0,U.C.L.A.,-6.5,,Southern Cal,28.0
22678,12/04/2010,28.0,Washington State,-5.5,,Washington,35.0
22679,12/04/2010,20.0,Oregon State,-16.5,,Oregon,37.0
22680,12/04/2010,26.0,Idaho,14.0,,San Jose State,23.0
22681,12/04/2010,59.0,Hawaii,34.0,,Nevada-Las Vegas,21.0
22682,12/04/2010,7.0,Florida Atlantic,-5.5,,Troy,44.0
22683,12/04/2010,27.0,Florida Intl,5.0,,Middle Tennessee,28.0
22684,12/04/2010,17.0,U-C-F,7.5,,S-M-U,7.0
22685,12/04/2010,17.0,South Carolina,-4.0,,Auburn,56.0
22686,12/04/2010,44.0,Virginia Tech,3.5,,Florida State,33.0
22687,12/04/2010,23.0,Oklahoma,4.0,,Nebraska,20.0
22688,12/11/2010,17.0,Army,-8.0,,Navy,31.0
22689,09/01/2011,51.0,Wisconsin,35.0,,Nevada-Las Vegas,17.0
22690,09/01/2011,14.0,Memphis,-30.5,,Mississippi State,59.0
22691,09/01/2011,36.0,Syracuse,6.0,,Wake Forest,29.0
22692,09/01/2011,15.0,Idaho,6.0,,Bowling Green,32.0
22693,09/01/2011,41.0,Florida Intl,13.5,,North Texas,16.0
22694,09/01/2011,3.0,Western Kentucky,-17.0,,Kentucky,14.0
22695,09/01/2011,21.0,Louisville, ,,Murray State,9.0
22696,09/01/2011,21.0,Central Michigan, ,,So Carolina State,6.0
22697,09/01/2011,42.0,Temple, ,,Villanova,7.0
22698,09/01/2011,58.0,Toledo, ,,New Hampshire,22.0
22699,09/01/2011,63.0,Georgia Tech, ,,Western Carolina,21.0
22700,09/01/2011,48.0,Rutgers, ,,No Carolina Central,0.0
22701,09/01/2011,27.0,Utah, ,,Montana State,10.0
22702,09/01/2011,48.0,Arizona State, ,,UC-Davis,14.0
22703,09/02/2011,50.0,Baylor,-4.0,,Texas Christian,48.0
22704,09/02/2011,28.0,Michigan State, ,,Youngstown State,6.0
22705,09/03/2011,17.0,Boston College,5.0,,Northwestern,24.0
22706,09/03/2011,42.0,Auburn,24.0,,Utah State,38.0
22707,09/03/2011,42.0,Ohio State,31.5,,Akron,0.0
22708,09/03/2011,17.0,Missouri,20.0,,Miami-Ohio,6.0
22709,09/03/2011,48.0,Alabama,39.0,,Kent State,7.0
22710,09/03/2011,38.0,Houston,1.0,,U.C.L.A.,34.0
22711,09/03/2011,34.0,Michigan,14.0,,Western Michigan,10.0
22712,09/03/2011,19.0,Southern Cal,24.0,,Minnesota,17.0
22713,09/03/2011,20.0,Notre Dame,10.0,,South Florida,23.0
22714,09/03/2011,13.0,Mississippi,-2.0,,Brigham Young,14.0
22715,09/03/2011,57.0,Stanford,30.0,,San Jose State,3.0
22716,09/03/2011,10.0,New Mexico,-6.5,,Colorado State,14.0
22717,09/03/2011,35.0,Pittsburgh,30.5,,Buffalo,16.0
22718,09/03/2011,37.0,East Carolina,-21.0,,South Carolina,56.0
22719,09/03/2011,36.0,California,10.0,,Fresno State,21.0
22720,09/03/2011,49.0,Northern Illinois,10.5,,Army,26.0
22721,09/03/2011,34.0,Texas,24.0,,Rice,9.0
22722,09/03/2011,27.0,Ball State,-6.0,,Indiana,20.0
22723,09/03/2011,47.0,Oklahoma,25.0,,Tulsa,14.0
22724,09/03/2011,24.0,New Mexico State,-6.5,,Ohio,44.0
22725,09/03/2011,21.0,Georgia,-3.0,,Boise State,35.0
22726,09/03/2011,40.0,Louisiana State,-3.0,,Oregon,27.0
22727,09/03/2011,19.0,Southern Miss,11.5,,Louisiana Tech,17.0
22728,09/03/2011,34.0,Hawaii,6.5,,Colorado,17.0
22729,09/03/2011,27.0,Purdue,14.5,,Middle Tennessee,24.0
22730,09/03/2011,33.0,Illinois,19.5,,Arkansas State,15.0
22731,09/03/2011,34.0,Florida State,30.0,,UL-Monroe,0.0
22732,09/03/2011,43.0,Clemson,14.5,,Troy,19.0
22733,09/03/2011,41.0,Florida,34.5,,Florida Atlantic,3.0
22734,09/03/2011,61.0,Oklahoma State,38.0,,UL-Lafayette,34.0
22735,09/03/2011,34.0,Iowa, ,,Tennessee Tech,7.0
22736,09/03/2011,41.0,Penn State, ,,Indiana State,7.0
22737,09/03/2011,66.0,Virginia Tech, ,,Appalachian State,13.0
22738,09/03/2011,37.0,Air Force, ,,South Dakota,20.0
22739,09/03/2011,40.0,Navy, ,,Delaware,17.0
22740,09/03/2011,40.0,Nebraska, ,,Chattanooga,7.0
22741,09/03/2011,42.0,North Carolina, ,,James Madison,10.0
22742,09/03/2011,47.0,Tulane, ,,S E Louisiana,33.0
22743,09/03/2011,28.0,Oregon State, ,,Sacramento State,29.0
22744,09/03/2011,64.0,Washington State, ,,Idaho State,21.0
22745,09/03/2011,43.0,No Carolina State, ,,Liberty,21.0
22746,09/03/2011,42.0,Tennessee, ,,Montana,16.0
22747,09/03/2011,40.0,Virginia, ,,William + Mary,3.0
22748,09/03/2011,50.0,Texas Tech, ,,Texas State,10.0
22749,09/03/2011,51.0,Arkansas, ,,Missouri State,7.0
22750,09/03/2011,72.0,Cincinnati, ,,Austin Peay,10.0
22751,09/03/2011,21.0,Duke, ,,Richmond,23.0
22752,09/03/2011,20.0,Iowa State, ,,Northern Iowa,19.0
22753,09/03/2011,42.0,Kansas, ,,McNeese State,24.0
22754,09/03/2011,10.0,Kansas State, ,,Eastern Kentucky,7.0
22755,09/03/2011,62.0,U-C-F, ,,Charleston Southern,0.0
22756,09/03/2011,30.0,Washington, ,,Eastern Washington,27.0
22757,09/03/2011,45.0,Vanderbilt, ,,Elon,14.0
22758,09/03/2011,31.0,UTEP, ,,Stony Brook,24.0
22759,09/03/2011,35.0,Wyoming, ,,Weber State,32.0
22760,09/03/2011,49.0,San Diego State, ,,Cal-San Luis Obispo,21.0
22761,09/03/2011,41.0,Arizona, ,,Northern Arizona,10.0
22762,09/03/2011,35.0,Connecticut, ,,Fordham,3.0
22763,09/04/2011,34.0,West Virginia,23.5,,Marshall,13.0
22764,09/04/2011,46.0,Texas A+M,16.0,,S-M-U,14.0
22765,09/04/2011,41.0,Eastern Michigan, ,,Howard,9.0
22766,09/05/2011,32.0,Maryland,4.0,,Miami-Florida,24.0
22767,09/08/2011,37.0,Oklahoma State,14.0,,Arizona,14.0
22768,09/09/2011,37.0,Arizona State,10.0,,Missouri,30.0
22769,09/09/2011,17.0,Louisville,3.5,,Florida Intl,24.0
22770,09/10/2011,35.0,Wisconsin,21.0,,Oregon State,0.0
22771,09/10/2011,44.0,Iowa State,-7.0,,Iowa,41.0
22772,09/10/2011,27.0,Kentucky,10.0,,Central Michigan,13.0
22773,09/10/2011,20.0,Army,-8.5,,San Diego State,23.0
22774,09/10/2011,27.0,Ohio State,17.5,,Toledo,22.0
22775,09/10/2011,41.0,Auburn,-5.0,,Mississippi State,34.0
22776,09/10/2011,24.0,North Carolina,9.5,,Rutgers,22.0
22777,09/10/2011,45.0,Kansas,-5.0,,Northern Illinois,42.0
22778,09/10/2011,28.0,S-M-U,19.5,,UTEP,17.0
22779,09/10/2011,45.0,Tennessee,3.5,,Cincinnati,23.0
22780,09/10/2011,3.0,Tulane,-12.5,,Tulsa,31.0
22781,09/10/2011,35.0,Clemson, ,,Wofford,27.0
22782,09/10/2011,10.0,East Carolina,-17.0,,Virginia Tech,17.0
22783,09/10/2011,21.0,Minnesota,21.0,,New Mexico State,28.0
22784,09/10/2011,40.0,Washington,5.5,,Hawaii,32.0
22785,09/10/2011,69.0,Oregon,27.5,,Nevada-Reno,20.0
22786,09/10/2011,33.0,Colorado,-6.0,,California,36.0
22787,09/10/2011,14.0,Duke,-21.0,,Stanford,44.0
22788,09/10/2011,11.0,Penn State,-10.0,,Alabama,27.0
22789,09/10/2011,19.0,Air Force,-1.0,,Texas Christian,35.0
22790,09/10/2011,34.0,Wake Forest,-1.5,,No Carolina State,27.0
22791,09/10/2011,24.0,Rice,-2.0,,Purdue,22.0
22792,09/10/2011,26.0,Marshall,-7.5,,Southern Miss,20.0
22793,09/10/2011,42.0,Georgia,-3.0,,South Carolina,45.0
22794,09/10/2011,3.0,Akron,-15.0,,Temple,41.0
22795,09/10/2011,42.0,Nebraska,28.5,,Fresno State,29.0
22796,09/10/2011,31.0,Indiana,-7.0,,Virginia,34.0
22797,09/10/2011,17.0,Texas,7.5,,Brigham Young,16.0
22798,09/10/2011,39.0,Florida,24.0,,U-A-B,0.0
22799,09/10/2011,37.0,South Florida,20.5,,Ball State,7.0
22800,09/10/2011,52.0,Arkansas,36.0,,New Mexico,3.0
22801,09/10/2011,59.0,Washington State,13.0,,Nevada-Las Vegas,7.0
22802,09/10/2011,24.0,Vanderbilt,2.5,,Connecticut,21.0
22803,09/10/2011,17.0,Southern Cal,8.5,,Utah,14.0
22804,09/10/2011,30.0,U-C-F,7.5,,Boston College,3.0
22805,09/10/2011,35.0,Michigan,-3.5,,Notre Dame,31.0
22806,09/10/2011,27.0,U.C.L.A.,20.5,,San Jose State,17.0
22807,09/10/2011,44.0,Michigan State,31.0,,Florida Atlantic,0.0
22808,09/10/2011,47.0,Arkansas State,17.0,,Memphis,3.0
22809,09/10/2011,23.0,North Texas,-21.5,,Houston,48.0
22810,09/10/2011,14.0,Western Kentucky,-9.5,,Navy,40.0
22811,09/10/2011,21.0,Middle Tennessee,-11.0,,Georgia Tech,49.0
22812,09/10/2011,12.0,Kent State,8.5,,UL-Lafayette,20.0
22813,09/10/2011,56.0,Illinois, ,,South Dakota State,3.0
22814,09/10/2011,55.0,West Virginia, ,,Norfolk State,12.0
22815,09/10/2011,35.0,Pittsburgh, ,,Maine,29.0
22816,09/10/2011,14.0,Eastern Michigan, ,,Alabama State,7.0
22817,09/10/2011,33.0,Colorado State, ,,Northern Colorado,14.0
22818,09/10/2011,42.0,Northwestern, ,,Eastern Illinois,21.0
22819,09/10/2011,21.0,Syracuse, ,,Rhode Island,14.0
22820,09/10/2011,44.0,Idaho, ,,North Dakota,14.0
22821,09/10/2011,62.0,Florida State, ,,Charleston Southern,10.0
22822,09/10/2011,42.0,Mississippi, ,,Southern Illinois,24.0
22823,09/10/2011,35.0,Buffalo, ,,Stony Brook,7.0
22824,09/10/2011,45.0,Wyoming, ,,Texas State,10.0
22825,09/10/2011,58.0,Bowling Green, ,,Morgan State,13.0
22826,09/10/2011,30.0,Ohio, ,,Gardner-Webb,3.0
22827,09/10/2011,48.0,Louisiana Tech, ,,Central Arkansas,42.0
22828,09/10/2011,35.0,UL-Monroe, ,,Grambling,7.0
22829,09/10/2011,38.0,Western Michigan, ,,Nicholls State,7.0
22830,09/10/2011,49.0,Louisiana State, ,,Northwestern St(LA),3.0
22831,09/10/2011,54.0,Utah State, ,,Weber State,17.0
22832,09/15/2011,6.0,Mississippi State,-3.5,,Louisiana State,19.0
22833,09/16/2011,15.0,Toledo,-20.5,,Boise State,40.0
22834,09/16/2011,20.0,Connecticut,4.0,,Iowa State,24.0
22835,09/17/2011,31.0,Maryland,-1.0,,West Virginia,37.0
22836,09/17/2011,38.0,Clemson,4.0,,Auburn,24.0
22837,09/17/2011,31.0,Iowa,3.0,,Pittsburgh,27.0
22838,09/17/2011,59.0,Cincinnati,34.0,,Akron,14.0
22839,09/17/2011,27.0,Bowling Green,9.5,,Wyoming,28.0
22840,09/17/2011,31.0,Michigan,30.5,,Eastern Michigan,3.0
22841,09/17/2011,10.0,Temple,-7.0,,Penn State,14.0
22842,09/17/2011,44.0,Western Michigan,6.5,,Central Michigan,14.0
22843,09/17/2011,30.0,Vanderbilt,-3.0,,Mississippi,7.0
22844,09/17/2011,19.0,Boston College,7.0,,Duke,20.0
22845,09/17/2011,66.0,Georgia Tech,15.0,,Kansas,24.0
22846,09/17/2011,28.0,Colorado,7.0,,Colorado State,14.0
22847,09/17/2011,7.0,Northern Illinois,-15.5,,Wisconsin,49.0
22848,09/17/2011,29.0,Minnesota,4.0,,Miami-Ohio,23.0
22849,09/17/2011,33.0,Florida,9.5,,Tennessee,23.0
22850,09/17/2011,31.0,Notre Dame,6.0,,Michigan State,13.0
22851,09/17/2011,28.0,North Carolina,10.0,,Virginia,17.0
22852,09/17/2011,20.0,U.C.L.A.,-4.0,,Texas,49.0
22853,09/17/2011,51.0,Nebraska,18.0,,Washington,38.0
22854,09/17/2011,13.0,New Mexico,-21.0,,Texas Tech,59.0
22855,09/17/2011,21.0,Army,-6.0,,Northwestern,14.0
22856,09/17/2011,14.0,San Jose State,-7.0,,Nevada-Reno,17.0
22857,09/17/2011,10.0,U-A-B,12.5,,Tulane,49.0
22858,09/17/2011,24.0,South Carolina,15.0,,Navy,21.0
22859,09/17/2011,42.0,San Diego State,4.5,,Washington State,24.0
22860,09/17/2011,17.0,Kentucky,4.5,,Louisville,24.0
22861,09/17/2011,34.0,Louisiana Tech,-6.5,,Houston,35.0
22862,09/17/2011,44.0,Ohio,6.0,,Marshall,7.0
22863,09/17/2011,37.0,Texas A+M,35.5,,Idaho,7.0
22864,09/17/2011,28.0,Ball State,4.5,,Buffalo,25.0
22865,09/17/2011,17.0,Illinois,2.0,,Arizona State,14.0
22866,09/17/2011,37.0,Kansas State,17.5,,Kent State,0.0
22867,09/17/2011,38.0,Southern Cal,15.5,,Syracuse,17.0
22868,09/17/2011,13.0,Florida State,-4.0,,Oklahoma,23.0
22869,09/17/2011,10.0,New Mexico State,3.0,,UTEP,16.0
22870,09/17/2011,24.0,Miami-Florida,2.0,,Ohio State,6.0
22871,09/17/2011,10.0,Brigham Young,4.0,,Utah,54.0
22872,09/17/2011,33.0,Tulsa,-14.0,,Oklahoma State,59.0
22873,09/17/2011,40.0,Nevada-Las Vegas,-17.0,,Hawaii,20.0
22874,09/17/2011,10.0,Arizona,-9.5,,Stanford,37.0
22875,09/17/2011,38.0,Texas Christian,28.5,,UL-Monroe,17.0
22876,09/17/2011,26.0,Virginia Tech,24.0,,Arkansas State,7.0
22877,09/17/2011,17.0,Florida Intl,-6.5,,U-C-F,10.0
22878,09/17/2011,41.0,Alabama,47.0,,North Texas,0.0
22879,09/17/2011,38.0,Arkansas,23.0,,Troy,28.0
22880,09/17/2011,59.0,Purdue, ,,S E Missouri St,0.0
22881,09/17/2011,59.0,Georgia, ,,Coastal Carolina,0.0
22882,09/17/2011,56.0,Oregon, ,,Missouri State,7.0
22883,09/17/2011,38.0,Indiana, ,,So Carolina State,21.0
22884,09/17/2011,63.0,California, ,,Presbyterian,12.0
22885,09/17/2011,35.0,No Carolina State, ,,South Alabama,13.0
22886,09/17/2011,48.0,Wake Forest, ,,Gardner-Webb,5.0
22887,09/17/2011,69.0,Missouri, ,,Western Illinois,0.0
22888,09/17/2011,70.0,South Florida, ,,Florida A+M,17.0
22889,09/17/2011,16.0,Western Kentucky, ,,Indiana State,44.0
22890,09/17/2011,27.0,Memphis, ,,Austin Peay,6.0
22891,09/17/2011,48.0,Baylor, ,,Stephen F Austin,0.0
22892,09/17/2011,52.0,Southern Miss, ,,S E Louisiana,6.0
22893,09/17/2011,38.0,UL-Lafayette, ,,Nicholls State,21.0
22894,09/17/2011,40.0,S-M-U, ,,Northwestern St(LA),7.0
22895,09/17/2011,27.0,Fresno State, ,,North Dakota,22.0
22896,09/22/2011,44.0,Cincinnati,7.5,,No Carolina State,14.0
22897,09/23/2011,24.0,Brigham Young,1.5,,U-C-F,17.0
22898,09/24/2011,37.0,Ohio State,16.5,,Colorado,17.0
22899,09/24/2011,48.0,Duke,10.0,,Tulane,27.0
22900,09/24/2011,33.0,Syracuse,2.0,,Toledo,30.0
22901,09/24/2011,28.0,East Carolina,16.5,,U-A-B,23.0
22902,09/24/2011,52.0,South Florida,29.5,,UTEP,24.0
22903,09/24/2011,23.0,Illinois,14.0,,Western Michigan,20.0
22904,09/24/2011,38.0,Rutgers,4.0,,Ohio,26.0
22905,09/24/2011,34.0,Penn State,29.0,,Eastern Michigan,6.0
22906,09/24/2011,24.0,Miami-Florida,13.0,,Kansas State,28.0
22907,09/24/2011,0.0,Memphis,-24.0,,S-M-U,42.0
22908,09/24/2011,7.0,Maryland,9.0,,Temple,38.0
22909,09/24/2011,45.0,Michigan State,21.5,,Central Michigan,7.0
22910,09/24/2011,13.0,Mississippi,-10.0,,Georgia,27.0
22911,09/24/2011,23.0,Miami-Ohio,4.0,,Bowling Green,37.0
22912,09/24/2011,48.0,Ball State,-4.0,,Army,21.0
22913,09/24/2011,10.0,Marshall,-20.5,,Virginia Tech,30.0
22914,09/24/2011,38.0,Alabama,11.5,,Arkansas,14.0
22915,09/24/2011,31.0,Washington,0.0,,California,23.0
22916,09/24/2011,21.0,West Virginia,-6.0,,Louisiana State,47.0
22917,09/24/2011,28.0,Michigan,10.0,,San Diego State,7.0
22918,09/24/2011,35.0,Georgia Tech,7.0,,North Carolina,28.0
22919,09/24/2011,10.0,Kentucky,-20.0,,Florida,48.0
22920,09/24/2011,12.0,Pittsburgh,-7.0,,Notre Dame,15.0
22921,09/24/2011,35.0,Clemson,2.5,,Florida State,30.0
22922,09/24/2011,34.0,San Jose State,10.5,,New Mexico State,24.0
22923,09/24/2011,24.0,Idaho,-2.5,,Fresno State,48.0
22924,09/24/2011,3.0,Buffalo,-8.5,,Connecticut,17.0
22925,09/24/2011,19.0,Oregon State,4.0,,U.C.L.A.,27.0
22926,09/24/2011,35.0,Texas Tech,15.5,,Nevada-Reno,34.0
22927,09/24/2011,21.0,South Carolina,15.5,,Vanderbilt,3.0
22928,09/24/2011,26.0,Mississippi State,20.0,,Louisiana Tech,20.0
22929,09/24/2011,56.0,Baylor,20.5,,Rice,31.0
22930,09/24/2011,24.0,Virginia,3.0,,Southern Miss,30.0
22931,09/24/2011,29.0,Texas A+M,4.0,,Oklahoma State,30.0
22932,09/24/2011,14.0,Wyoming,-21.0,,Nebraska,38.0
22933,09/24/2011,38.0,Oklahoma,19.5,,Missouri,28.0
22934,09/24/2011,34.0,Utah State,11.0,,Colorado State,35.0
22935,09/24/2011,41.0,Boise State,28.0,,Tulsa,21.0
22936,09/24/2011,31.0,Arizona,-15.5,,Oregon,56.0
22937,09/24/2011,43.0,Arizona State,2.5,,Southern Cal,22.0
22938,09/24/2011,30.0,Auburn,31.0,,Florida Atlantic,14.0
22939,09/24/2011,45.0,Iowa,17.0,,UL-Monroe,17.0
22940,09/24/2011,38.0,Troy,12.0,,Middle Tennessee,35.0
22941,09/24/2011,24.0,North Texas,-6.5,,Indiana,21.0
22942,09/24/2011,31.0,Florida Intl,16.5,,UL-Lafayette,36.0
22943,09/24/2011,59.0,Wisconsin, ,,South Dakota,10.0
22944,09/24/2011,45.0,Boston College, ,,Massachusetts,17.0
22945,09/24/2011,55.0,Texas Christian, ,,Portland State,13.0
22946,09/24/2011,36.0,Akron, ,,Virginia Military,13.0
22947,09/24/2011,63.0,Air Force, ,,Tennessee State,24.0
22948,09/24/2011,33.0,Kent State, ,,South Alabama,25.0
22949,09/24/2011,47.0,Northern Illinois, ,,Cal-San Luis Obispo,30.0
22950,09/24/2011,45.0,New Mexico, ,,Sam Houston State,48.0
22951,09/24/2011,24.0,Minnesota, ,,North Dakota St,37.0
22952,09/24/2011,56.0,Houston, ,,Georgia State,0.0
22953,09/24/2011,53.0,Arkansas State, ,,Central Arkansas,24.0
22954,09/24/2011,16.0,Nevada-Las Vegas, ,,Southern Utah,41.0
22955,09/24/2011,56.0,Hawaii, ,,UC-Davis,14.0
22956,09/29/2011,44.0,Pittsburgh,-3.0,,South Florida,17.0
22957,09/29/2011,42.0,UTEP,-14.5,,Houston,49.0
22958,09/30/2011,27.0,Brigham Young,7.5,,Utah State,24.0
22959,10/01/2011,34.0,Navy,3.5,,Air Force,35.0
22960,10/01/2011,38.0,Illinois,9.5,,Northwestern,35.0
22961,10/01/2011,58.0,Michigan,21.0,,Minnesota,0.0
22962,10/01/2011,19.0,Boston College,1.0,,Wake Forest,27.0
22963,10/01/2011,16.0,Syracuse,1.5,,Rutgers,19.0
22964,10/01/2011,13.0,Temple,8.5,,Toledo,36.0
22965,10/01/2011,55.0,West Virginia,18.0,,Bowling Green,10.0
22966,10/01/2011,21.0,Virginia,15.5,,Idaho,20.0
22967,10/01/2011,41.0,Tennessee,28.5,,Buffalo,10.0
22968,10/01/2011,45.0,Army,7.0,,Tulane,6.0
22969,10/01/2011,10.0,Indiana,-14.0,,Penn State,16.0
22970,10/01/2011,35.0,No Carolina State,-10.0,,Georgia Tech,45.0
22971,10/01/2011,31.0,Connecticut,3.0,,Western Michigan,38.0
22972,10/01/2011,31.0,Eastern Michigan,8.0,,Akron,23.0
22973,10/01/2011,0.0,Miami-Ohio,-16.0,,Cincinnati,27.0
22974,10/01/2011,17.0,Ohio,16.0,,Kent State,10.0
22975,10/01/2011,34.0,Kansas,-6.5,,Texas Tech,45.0
22976,10/01/2011,30.0,Boise State,27.5,,Nevada-Reno,10.0
22977,10/01/2011,27.0,Colorado,3.0,,Washington State,31.0
22978,10/01/2011,48.0,Central Michigan,-8.5,,Northern Illinois,41.0
22979,10/01/2011,45.0,Stanford,22.5,,U.C.L.A.,19.0
22980,10/01/2011,14.0,Iowa State,-9.0,,Texas,37.0
22981,10/01/2011,7.0,Ohio State,3.0,,Michigan State,10.0
22982,10/01/2011,10.0,Florida,-4.5,,Alabama,38.0
22983,10/01/2011,13.0,Louisville,11.0,,Marshall,17.0
22984,10/01/2011,42.0,Arkansas,-2.5,,Texas A+M,38.0
22985,10/01/2011,48.0,Southern Cal,12.5,,Arizona,41.0
22986,10/01/2011,14.0,Utah,10.0,,Washington,31.0
22987,10/01/2011,31.0,Colorado State,3.5,,San Jose State,38.0
22988,10/01/2011,35.0,Arizona State,17.0,,Oregon State,20.0
22989,10/01/2011,36.0,Kansas State,-3.5,,Baylor,35.0
22990,10/01/2011,62.0,Oklahoma,40.0,,Ball State,6.0
22991,10/01/2011,26.0,Louisiana Tech,4.5,,Hawaii,44.0
22992,10/01/2011,24.0,Georgia,7.0,,Mississippi State,10.0
22993,10/01/2011,13.0,South Carolina,10.5,,Auburn,16.0
22994,10/01/2011,48.0,Southern Miss,14.0,,Rice,24.0
22995,10/01/2011,3.0,Virginia Tech,7.5,,Clemson,23.0
22996,10/01/2011,28.0,New Mexico,0.0,,New Mexico State,42.0
22997,10/01/2011,20.0,East Carolina,-6.5,,North Carolina,35.0
22998,10/01/2011,48.0,Wisconsin,9.5,,Nebraska,17.0
22999,10/01/2011,35.0,Louisiana State,29.5,,Kentucky,7.0
23000,10/01/2011,10.0,Purdue,-12.0,,Notre Dame,38.0
23001,10/01/2011,28.0,Fresno State,3.5,,Mississippi,38.0
23002,10/01/2011,22.0,Western Kentucky,-12.5,,Arkansas State,26.0
23003,10/01/2011,27.0,Florida Intl,3.5,,Duke,31.0
23004,10/01/2011,24.0,Troy,16.0,,U-A-B,23.0
23005,10/01/2011,37.0,UL-Lafayette,7.5,,Florida Atlantic,34.0
23006,10/01/2011,38.0,Middle Tennessee,23.5,,Memphis,31.0
23007,10/01/2011,41.0,Tulsa,23.0,,North Texas,24.0
23008,10/01/2011,28.0,Maryland, ,,Towson,3.0
23009,10/01/2011,45.0,Miami-Florida, ,,Bethune-Cookman,14.0
23010,10/01/2011,33.0,Texas Christian,13.0,,S-M-U,40.0
23011,10/06/2011,43.0,Oregon,24.0,,California,14.0
23012,10/06/2011,33.0,Middle Tennessee,10.5,,Western Kentucky,36.0
23013,10/07/2011,7.0,Fresno State,-21.0,,Boise State,57.0
23014,10/08/2011,17.0,Texas,-11.5,,Oklahoma,55.0
23015,10/08/2011,20.0,Indiana,-14.0,,Illinois,41.0
23016,10/08/2011,34.0,Alabama,29.0,,Vanderbilt,0.0
