,Date,Home Score,Home Team,Line,Line ,Visitor,Visitor Score
6103,10/04/1986,24.0,South Carolina,-24.0,,Nebraska,27.0
6104,10/04/1986,34.0,Miami-Florida, ,,Northern Illinois,0.0
6105,10/04/1986,27.0,Hawaii,7.0,,New Mexico,10.0
6106,10/04/1986,42.0,Utah State, ,,New Mexico State,9.0
6107,10/04/1986,35.0,Southern Cal,20.5,,Oregon,21.0
6108,10/04/1986,24.0,Washington State,13.0,,Oregon State,14.0
6109,10/04/1986,31.0,Penn State,15.5,,Rutgers,6.0
6110,10/04/1986,17.0,Stanford,13.5,,San Diego State,10.0
6111,10/04/1986,35.0,Kansas, ,,Southern Illinois,23.0
6112,10/04/1986,32.0,Kentucky,4.5,,Southern Miss,0.0
6113,10/04/1986,10.0,East Carolina, ,,UL-Lafayette,21.0
6114,10/04/1986,34.0,Arkansas,16.0,,Texas Christian,17.0
6115,10/04/1986,13.0,Pittsburgh,10.5,,Temple,19.0
6116,10/04/1986,14.0,Rice,-20.0,,Texas,17.0
6117,10/04/1986,45.0,Texas A+M,19.5,,Texas Tech,8.0
6118,10/04/1986,26.0,Tennessee,29.0,,UTEP,16.0
6119,10/04/1986,28.0,Wake Forest,6.5,,Virginia,30.0
6120,10/04/1986,55.0,Auburn, ,,Western Carolina,6.0
6121,10/04/1986,20.0,Tulane, ,,Wichita State,21.0
6122,10/04/1986,17.0,Bowling Green, ,,Western Michigan,3.0
6123,10/04/1986,13.0,Virginia Tech,7.0,,West Virginia,7.0
6124,10/04/1986,21.0,Iowa State,-3.0,,Wyoming,10.0
6125,10/11/1986,24.0,Mississippi State, ,,Arkansas State,9.0
6126,10/11/1986,32.0,U.C.L.A.,1.0,,Arizona,25.0
6127,10/11/1986,21.0,Tennessee,17.0,,Army,25.0
6128,10/11/1986,9.0,Vanderbilt,-22.0,,Auburn,31.0
6129,10/11/1986,17.0,Oregon,-10.0,,Arizona State,37.0
6130,10/11/1986,25.0,Maryland,9.0,,Boston College,30.0
6131,10/11/1986,9.0,Wichita State, ,,U-C-F,6.0
6132,10/11/1986,23.0,Penn State,23.0,,Cincinnati,17.0
6133,10/11/1986,17.0,Virginia,-9.5,,Clemson,31.0
6134,10/11/1986,10.0,Western Michigan, ,,Central Michigan,18.0
6135,10/11/1986,12.0,Missouri,-8.0,,Colorado,17.0
6136,10/11/1986,45.0,Temple,18.0,,East Carolina,28.0
6137,10/11/1986,24.0,Bowling Green, ,,Eastern Michigan,10.0
6138,10/11/1986,23.0,Louisiana State,4.0,,Georgia,14.0
6139,10/11/1986,10.0,Kansas,1.0,,Iowa State,13.0
6140,10/11/1986,52.0,Florida, ,,Kent State,9.0
6141,10/11/1986,33.0,Mississippi,0.0,,Kentucky,13.0
6142,10/11/1986,20.0,Fullerton State, ,,Long Beach State,30.0
6143,10/11/1986,27.0,Michigan,9.0,,Michigan State,6.0
6144,10/11/1986,37.0,Alabama,37.0,,Memphis,0.0
6145,10/11/1986,14.0,West Virginia,-22.5,,Miami-Florida,58.0
6146,10/11/1986,40.0,Air Force,5.0,,Navy,6.0
6147,10/11/1986,30.0,Wake Forest,-5.0,,North Carolina,40.0
6148,10/11/1986,59.0,Georgia Tech,4.0,,No Carolina State,21.0
6149,10/11/1986,17.0,Fresno State, ,,New Mexico State,14.0
6150,10/11/1986,44.0,Minnesota,15.0,,Northwestern,23.0
6151,10/11/1986,30.0,Ball State, ,,Ohio,9.0
6152,10/11/1986,22.0,Indiana,-7.0,,Ohio State,24.0
6153,10/11/1986,12.0,Texas,-23.0,,Oklahoma,47.0
6154,10/11/1986,30.0,Nebraska,29.0,,Oklahoma State,10.0
6155,10/11/1986,12.0,California,9.0,,Oregon State,14.0
6156,10/11/1986,9.0,Notre Dame,7.0,,Pittsburgh,10.0
6157,10/11/1986,34.0,Illinois,8.5,,Purdue,27.0
6158,10/11/1986,31.0,Texas Christian,15.0,,Rice,37.0
6159,10/11/1986,34.0,Washington State,-10.0,,Southern Cal,14.0
6160,10/11/1986,27.0,Virginia Tech,4.0,,South Carolina,27.0
6161,10/11/1986,21.0,Baylor,8.5,,S-M-U,27.0
6162,10/11/1986,24.0,Miami-Ohio, ,,Toledo,8.0
6163,10/11/1986,7.0,Arkansas,21.5,,Texas Tech,17.0
6164,10/11/1986,54.0,Florida State,25.0,,Tulane,21.0
6165,10/11/1986,17.0,UL-Lafayette, ,,Tulsa,13.0
6166,10/11/1986,7.0,Houston,-18.0,,Texas A+M,19.0
6167,10/11/1986,21.0,Pacific, ,,Nevada-Las Vegas,15.0
6168,10/11/1986,38.0,Wyoming,9.0,,Utah,14.0
6169,10/11/1986,24.0,New Mexico,7.0,,UTEP,22.0
6170,10/11/1986,38.0,San Jose State, ,,Utah State,28.0
6171,10/11/1986,14.0,Stanford,-10.0,,Washington,24.0
6172,10/11/1986,17.0,Iowa,24.0,,Wisconsin,6.0
6173,10/18/1986,31.0,Notre Dame,9.5,,Air Force,3.0
6174,10/18/1986,28.0,Tennessee,-13.0,,Alabama,56.0
6175,10/18/1986,14.0,Texas,-7.0,,Arkansas,21.0
6176,10/18/1986,20.0,Southern Cal,0.0,,Arizona State,29.0
6177,10/18/1986,31.0,Texas A+M,4.5,,Baylor,30.0
6178,10/18/1986,48.0,Washington, ,,Bowling Green,0.0
6179,10/18/1986,22.0,Wyoming,-5.0,,Brigham Young,34.0
6180,10/18/1986,42.0,Tulsa, ,,Central Michigan,6.0
6181,10/18/1986,35.0,Clemson,18.0,,Duke,3.0
6182,10/18/1986,3.0,Rutgers,-7.0,,Florida,15.0
6183,10/18/1986,35.0,East Carolina, ,,Georgia Southern,33.0
6184,10/18/1986,31.0,Auburn,16.5,,Georgia Tech,10.0
6185,10/18/1986,31.0,Colorado State,3.0,,Hawaii,7.0
6186,10/18/1986,14.0,Army, ,,Holy Cross,17.0
6187,10/18/1986,10.0,S-M-U,14.0,,Houston,3.0
6188,10/18/1986,31.0,Colorado,9.0,,Iowa State,3.0
6189,10/18/1986,19.0,Minnesota,2.0,,Indiana,17.0
6190,10/18/1986,20.0,Michigan,7.0,,Iowa,17.0
6191,10/18/1986,29.0,Kansas State,-8.0,,Kansas,12.0
6192,10/18/1986,26.0,Ball State, ,,Kent State,17.0
6193,10/18/1986,7.0,New Mexico State, ,,Long Beach State,38.0
6194,10/18/1986,41.0,Boston College,16.0,,Louisville,7.0
6195,10/18/1986,16.0,Kentucky,-7.0,,Louisiana State,25.0
6196,10/18/1986,21.0,Illinois,-7.5,,Michigan State,29.0
6197,10/18/1986,14.0,Southern Miss,20.0,,Memphis,9.0
6198,10/18/1986,13.0,Cincinnati,-26.0,,Miami-Florida,45.0
6199,10/18/1986,27.0,Western Michigan, ,,Miami-Ohio,17.0
6200,10/18/1986,48.0,Nebraska,34.0,,Missouri,17.0
6201,10/18/1986,27.0,Tulane,-13.5,,Mississippi State,34.0
6202,10/18/1986,34.0,North Carolina,11.5,,No Carolina State,35.0
6203,10/18/1986,29.0,Toledo, ,,Northern Illinois,28.0
6204,10/18/1986,20.0,Texas Christian, ,,North Texas,24.0
6205,10/18/1986,33.0,Eastern Michigan, ,,Ohio,31.0
6206,10/18/1986,11.0,Purdue,-16.5,,Ohio State,39.0
6207,10/18/1986,19.0,Oklahoma,33.5,,Oklahoma State,0.0
6208,10/18/1986,23.0,Arizona,24.5,,Oregon State,12.0
6209,10/18/1986,10.0,Fresno State, ,,Pacific,9.0
6210,10/18/1986,26.0,Navy,17.5,,Pennsylvania,30.0
6211,10/18/1986,10.0,UTEP,-6.5,,San Diego State,15.0
6212,10/18/1986,20.0,Nevada-Las Vegas, ,,San Jose State,23.0
6213,10/18/1986,7.0,Oregon,-5.0,,Stanford,41.0
6214,10/18/1986,21.0,Mississippi, ,,UL-Lafayette,20.0
6215,10/18/1986,42.0,Penn State,18.0,,Syracuse,3.0
6216,10/18/1986,13.0,Virginia Tech,1.5,,Temple,29.0
6217,10/18/1986,21.0,Rice,-6.0,,Texas Tech,49.0
6218,10/18/1986,10.0,California,-15.0,,U.C.L.A.,36.0
6219,10/18/1986,47.0,New Mexico,8.0,,Utah,43.0
6220,10/18/1986,33.0,Fullerton State, ,,Utah State,0.0
6221,10/18/1986,38.0,Georgia,17.0,,Vanderbilt,16.0
6222,10/18/1986,21.0,Maryland,10.5,,Wake Forest,27.0
6223,10/18/1986,59.0,Florida State, ,,Wichita State,3.0
6224,10/18/1986,27.0,Northwestern,-6.0,,Wisconsin,35.0
6225,10/25/1986,10.0,San Diego State,-3.0,,Air Force,22.0
6226,10/25/1986,13.0,Houston,-9.5,,Arkansas,30.0
6227,10/25/1986,35.0,Rutgers,7.0,,Army,7.0
6228,10/25/1986,6.0,Mississippi State,-9.5,,Auburn,35.0
6229,10/25/1986,28.0,UL-Lafayette, ,,Stephen F Austin,14.0
6230,10/25/1986,17.0,Texas Christian,-14.0,,Baylor,28.0
6231,10/25/1986,34.0,Oregon State, ,,Boise State,3.0
6232,10/25/1986,10.0,West Virginia,-6.0,,Boston College,19.0
6233,10/25/1986,15.0,Kent State, ,,Bowling Green,31.0
6234,10/25/1986,33.0,Arizona,21.0,,California,16.0
6235,10/25/1986,19.0,Wichita State, ,,Cincinnati,24.0
6236,10/25/1986,27.0,No Carolina State,-9.5,,Clemson,3.0
6237,10/25/1986,34.0,Eastern Michigan, ,,Central Michigan,16.0
6238,10/25/1986,38.0,South Carolina,19.0,,East Carolina,3.0
6239,10/25/1986,18.0,Louisville,-24.0,,Florida State,54.0
6240,10/25/1986,26.0,Hawaii, ,,Fullerton State,15.0
6241,10/25/1986,9.0,Kentucky,-6.0,,Georgia,31.0
6242,10/25/1986,15.0,Wisconsin,1.0,,Illinois,9.0
6243,10/25/1986,24.0,Oklahoma State,13.0,,Kansas,6.0
6244,10/25/1986,25.0,Fresno State, ,,Long Beach State,12.0
6245,10/25/1986,19.0,Duke,-10.0,,Maryland,27.0
6246,10/25/1986,6.0,Northern Illinois, ,,Miami-Ohio,20.0
6247,10/25/1986,14.0,Indiana,-14.5,,Michigan,38.0
6248,10/25/1986,33.0,Ohio State,12.0,,Minnesota,0.0
6249,10/25/1986,12.0,Vanderbilt,-7.0,,Mississippi,28.0
6250,10/25/1986,6.0,Kansas State,-3.5,,Missouri,17.0
6251,10/25/1986,56.0,Pittsburgh,17.5,,Navy,14.0
6252,10/25/1986,30.0,Louisiana State,9.0,,North Carolina,3.0
6253,10/25/1986,20.0,Colorado,-16.5,,Nebraska,10.0
6254,10/25/1986,45.0,New Mexico, ,,New Mexico State,14.0
6255,10/25/1986,27.0,Iowa,32.0,,Northwestern,20.0
6256,10/25/1986,0.0,Iowa State,-33.0,,Oklahoma,38.0
6257,10/25/1986,38.0,Washington,24.0,,Oregon,3.0
6258,10/25/1986,3.0,Alabama,6.5,,Penn State,23.0
6259,10/25/1986,37.0,Michigan State,21.5,,Purdue,3.0
6260,10/25/1986,45.0,Texas A+M,30.5,,Rice,10.0
6261,10/25/1986,0.0,Stanford,1.5,,Southern Cal,10.0
6262,10/25/1986,15.0,Pacific, ,,San Jose State,44.0
6263,10/25/1986,35.0,Tulane,-5.5,,Southern Miss,20.0
6264,10/25/1986,27.0,Texas,-6.0,,S-M-U,24.0
6265,10/25/1986,24.0,Temple,8.0,,Syracuse,27.0
6266,10/25/1986,14.0,Georgia Tech,5.0,,Tennessee,13.0
6267,10/25/1986,21.0,Ohio, ,,Toledo,24.0
6268,10/25/1986,7.0,Utah State, ,,Nevada-Las Vegas,6.0
6269,10/25/1986,52.0,Arizona State,27.0,,Utah,7.0
6270,10/25/1986,37.0,Brigham Young,24.0,,UTEP,13.0
6271,10/25/1986,42.0,Virginia Tech,3.5,,Virginia,10.0
6272,10/25/1986,54.0,U.C.L.A.,13.5,,Washington State,16.0
6273,10/25/1986,24.0,Ball State, ,,Western Michigan,10.0
6274,10/25/1986,20.0,Colorado State,4.5,,Wyoming,15.0
6275,11/01/1986,3.0,Mississippi State,-12.0,,Alabama,38.0
6276,11/01/1986,18.0,Florida,-8.0,,Auburn,17.0
6277,11/01/1986,14.0,Eastern Michigan, ,,Ball State,7.0
6278,11/01/1986,20.0,Army,-14.0,,Boston College,27.0
6279,11/01/1986,20.0,Wake Forest,-7.5,,Clemson,28.0
6280,11/01/1986,59.0,Miami-Ohio, ,,Central Michigan,21.0
6281,11/01/1986,14.0,Oklahoma State,-2.0,,Colorado,31.0
6282,11/01/1986,34.0,Georgia Tech,11.5,,Duke,6.0
6283,11/01/1986,41.0,Miami-Florida,13.5,,Florida State,23.0
6284,11/01/1986,30.0,Fresno State, ,,Fullerton State,20.0
6285,11/01/1986,13.0,Utah,-4.5,,Hawaii,33.0
6286,11/01/1986,14.0,Missouri,3.0,,Iowa State,37.0
6287,11/01/1986,69.0,Michigan,25.0,,Illinois,13.0
6288,11/01/1986,46.0,Cincinnati, ,,Indiana State,14.0
6289,11/01/1986,13.0,Ohio, ,,Kent State,17.0
6290,11/01/1986,38.0,Nebraska,41.5,,Kansas State,0.0
6291,11/01/1986,17.0,Virginia Tech,4.0,,Kentucky,15.0
6292,11/01/1986,3.0,Utah State, ,,Long Beach State,14.0
6293,11/01/1986,23.0,Minnesota,-7.0,,Michigan State,52.0
6294,11/01/1986,32.0,North Carolina,3.0,,Maryland,30.0
6295,11/01/1986,21.0,Vanderbilt,8.0,,Memphis,22.0
6296,11/01/1986,19.0,Louisiana State,11.5,,Mississippi,21.0
6297,11/01/1986,14.0,Navy,-22.0,,Notre Dame,33.0
6298,11/01/1986,8.0,Bowling Green, ,,Northern Illinois,16.0
6299,11/01/1986,35.0,Wyoming,9.0,,New Mexico,25.0
6300,11/01/1986,27.0,Nevada-Las Vegas, ,,North Texas,26.0
6301,11/01/1986,10.0,Iowa,3.5,,Ohio State,31.0
6302,11/01/1986,3.0,Kansas,-40.0,,Oklahoma,64.0
6303,11/01/1986,9.0,California,3.0,,Oregon,27.0
6304,11/01/1986,0.0,West Virginia,-20.0,,Penn State,19.0
6305,11/01/1986,24.0,Syracuse,-8.5,,Pittsburgh,20.0
6306,11/01/1986,16.0,Northwestern,4.0,,Purdue,17.0
6307,11/01/1986,45.0,Arkansas,26.0,,Rice,14.0
6308,11/01/1986,28.0,Georgia, ,,Richmond,13.0
6309,11/01/1986,0.0,Louisville,-16.0,,Rutgers,41.0
6310,11/01/1986,13.0,Arizona,5.0,,Southern Cal,20.0
6311,11/01/1986,23.0,No Carolina State,1.0,,South Carolina,22.0
6312,11/01/1986,26.0,Colorado State,7.5,,San Diego State,27.0
6313,11/01/1986,7.0,New Mexico State, ,,San Jose State,45.0
6314,11/01/1986,21.0,East Carolina,-7.0,,Southern Miss,23.0
6315,11/01/1986,42.0,Tulane, ,,UL-Lafayette,39.0
6316,11/01/1986,14.0,Houston,4.0,,Texas Christian,30.0
6317,11/01/1986,23.0,Texas Tech,1.0,,Texas,21.0
6318,11/01/1986,35.0,S-M-U,-4.5,,Texas A+M,39.0
6319,11/01/1986,0.0,Oregon State,-20.0,,U.C.L.A.,49.0
6320,11/01/1986,34.0,Arizona State,0.0,,Washington,21.0
6321,11/01/1986,42.0,Stanford,8.0,,Washington State,12.0
6322,11/01/1986,38.0,Tulsa, ,,Wichita State,10.0
6323,11/01/1986,21.0,Indiana,6.5,,Wisconsin,7.0
6324,11/01/1986,28.0,Toledo, ,,Western Michigan,7.0
6325,11/01/1986,37.0,Virginia, ,,William + Mary,41.0
6326,11/08/1986,21.0,Army,-8.5,,Air Force,11.0
6327,11/08/1986,6.0,Washington State,-9.5,,Arizona,31.0
6328,11/08/1986,29.0,Baylor,4.5,,Arkansas,14.0
6329,11/08/1986,20.0,Bowling Green, ,,Ball State,17.0
6330,11/08/1986,29.0,Temple,0.0,,Boston College,38.0
6331,11/08/1986,3.0,Hawaii,-7.0,,Brigham Young,10.0
6332,11/08/1986,49.0,Arizona State,27.5,,California,0.0
6333,11/08/1986,52.0,Auburn,26.5,,Cincinnati,7.0
6334,11/08/1986,38.0,Utah,-10.5,,Colorado State,28.0
6335,11/08/1986,21.0,Northern Illinois, ,,Eastern Michigan,14.0
6336,11/08/1986,35.0,Long Beach State, ,,Eastern Washington,34.0
6337,11/08/1986,19.0,Georgia,1.0,,Florida,31.0
6338,11/08/1986,7.0,Nevada-Las Vegas, ,,Fresno State,36.0
6339,11/08/1986,28.0,South Carolina,-6.0,,Florida State,45.0
6340,11/08/1986,30.0,Texas,9.5,,Houston,10.0
6341,11/08/1986,10.0,Wichita State, ,,Illinois State,17.0
6342,11/08/1986,14.0,Michigan State,13.5,,Indiana,17.0
6343,11/08/1986,20.0,Illinois,-16.0,,Iowa,16.0
6344,11/08/1986,17.0,Colorado,24.5,,Kansas,10.0
6345,11/08/1986,12.0,Tulane,14.5,,Louisville,23.0
6346,11/08/1986,10.0,Alabama,9.0,,Louisiana State,14.0
6347,11/08/1986,17.0,Penn State,18.0,,Maryland,15.0
6348,11/08/1986,33.0,Tennessee,17.5,,Memphis,3.0
6349,11/08/1986,10.0,Pittsburgh,-19.5,,Miami-Florida,37.0
6350,11/08/1986,24.0,Kent State, ,,Miami-Ohio,23.0
6351,11/08/1986,7.0,Purdue,-31.0,,Michigan,31.0
6352,11/08/1986,20.0,Wisconsin,-2.5,,Minnesota,27.0
6353,11/08/1986,77.0,Oklahoma,44.5,,Missouri,0.0
6354,11/08/1986,31.0,Syracuse,12.0,,Navy,22.0
6355,11/08/1986,38.0,Clemson,7.0,,North Carolina,10.0
6356,11/08/1986,20.0,Virginia,-8.0,,No Carolina State,16.0
6357,11/08/1986,14.0,Iowa State,-26.0,,Nebraska,35.0
6358,11/08/1986,30.0,Ohio State,31.0,,Northwestern,9.0
6359,11/08/1986,45.0,Western Michigan, ,,Ohio,17.0
6360,11/08/1986,3.0,Kansas State,-14.0,,Oklahoma State,23.0
6361,11/08/1986,24.0,Fullerton State, ,,San Jose State,48.0
6362,11/08/1986,61.0,Notre Dame,9.5,,S-M-U,29.0
6363,11/08/1986,23.0,U.C.L.A.,12.0,,Stanford,28.0
6364,11/08/1986,17.0,Southern Miss, ,,UL-Lafayette,0.0
6365,11/08/1986,14.0,Central Michigan, ,,Toledo,26.0
6366,11/08/1986,14.0,Texas Christian,-2.5,,Texas Tech,36.0
6367,11/08/1986,27.0,New Mexico,-5.0,,Tulsa,34.0
6368,11/08/1986,41.0,Wyoming,12.5,,UTEP,12.0
6369,11/08/1986,10.0,Pacific, ,,Utah State,14.0
6370,11/08/1986,34.0,Kentucky,13.0,,Vanderbilt,22.0
6371,11/08/1986,52.0,Georgia Tech, ,,Virginia Military,6.0
6372,11/08/1986,10.0,Richmond, ,,Virginia Tech,17.0
6373,11/08/1986,12.0,Oregon State,-23.0,,Washington,28.0
6374,11/08/1986,38.0,Duke,-5.5,,Wake Forest,36.0
6375,11/08/1986,17.0,Rutgers,8.0,,West Virginia,24.0
6376,11/15/1986,43.0,Central Michigan, ,,Ball State,22.0
6377,11/15/1986,17.0,Rice,-24.0,,Baylor,23.0
6378,11/15/1986,22.0,Toledo, ,,Bowling Green,3.0
6379,11/15/1986,28.0,Southern Cal,25.5,,California,3.0
6380,11/15/1986,32.0,East Carolina,-5.5,,Cincinnati,19.0
6381,11/15/1986,17.0,Maryland,-4.0,,Clemson,17.0
6382,11/15/1986,14.0,Navy, ,,Delaware,27.0
6383,11/15/1986,29.0,No Carolina State,9.5,,Duke,15.0
6384,11/15/1986,34.0,Miami-Ohio, ,,Eastern Michigan,20.0
6385,11/15/1986,10.0,Kentucky,-7.5,,Florida,3.0
6386,11/15/1986,24.0,Hawaii, ,,Fresno State,13.0
6387,11/15/1986,38.0,Pacific, ,,Fullerton State,39.0
6388,11/15/1986,16.0,Auburn,10.5,,Georgia,20.0
6389,11/15/1986,16.0,Indiana,7.5,,Illinois,21.0
6390,11/15/1986,27.0,Western Michigan, ,,Kent State,7.0
6391,11/15/1986,48.0,Iowa State,13.5,,Kansas State,19.0
6392,11/15/1986,56.0,Army, ,,Lafayette,48.0
6393,11/15/1986,38.0,San Jose State, ,,Long Beach State,14.0
6394,11/15/1986,0.0,Mississippi State,-8.0,,Louisiana State,47.0
6395,11/15/1986,24.0,Northwestern,-19.0,,Michigan State,21.0
6396,11/15/1986,15.0,Tulane,6.0,,Memphis,6.0
6397,11/15/1986,17.0,Michigan,25.5,,Minnesota,20.0
6398,11/15/1986,0.0,Kansas,-31.0,,Nebraska,70.0
6399,11/15/1986,34.0,Ohio, ,,Northern Illinois,26.0
6400,11/15/1986,32.0,Colorado State,10.0,,New Mexico,27.0
6401,11/15/1986,17.0,Wisconsin,-19.0,,Ohio State,30.0
6402,11/15/1986,0.0,Colorado,-24.0,,Oklahoma,28.0
6403,11/15/1986,7.0,Brigham Young,16.5,,Oregon State,10.0
6404,11/15/1986,19.0,Notre Dame,-5.0,,Penn State,24.0
6405,11/15/1986,42.0,Iowa,24.5,,Purdue,14.0
6406,11/15/1986,20.0,Pittsburgh,7.0,,Rutgers,6.0
6407,11/15/1986,49.0,Florida State,24.0,,Southern Miss,13.0
6408,11/15/1986,7.0,Texas Tech,2.0,,S-M-U,13.0
6409,11/15/1986,13.0,McNeese State, ,,UL-Lafayette,33.0
6410,11/15/1986,27.0,Boston College,6.5,,Syracuse,9.0
6411,11/15/1986,24.0,Alabama,20.0,,Temple,14.0
6412,11/15/1986,10.0,Mississippi,6.5,,Tennessee,22.0
6413,11/15/1986,16.0,Texas Christian,-6.5,,Texas,45.0
6414,11/15/1986,23.0,Miami-Florida,35.0,,Tulsa,10.0
6415,11/15/1986,14.0,Arkansas,-3.5,,Texas A+M,10.0
6416,11/15/1986,17.0,Washington,3.5,,U.C.L.A.,17.0
6417,11/15/1986,42.0,New Mexico State, ,,Nevada-Las Vegas,58.0
6418,11/15/1986,10.0,Utah State,3.0,,Utah,27.0
6419,11/15/1986,29.0,Virginia Tech,13.0,,Vanderbilt,21.0
6420,11/15/1986,27.0,North Carolina,9.5,,Virginia,7.0
6421,11/15/1986,27.0,Oregon,2.0,,Washington State,17.0
6422,11/15/1986,48.0,South Carolina,7.0,,Wake Forest,21.0
6423,11/15/1986,52.0,Arizona State, ,,Wichita State,6.0
6424,11/15/1986,19.0,Louisville,-11.5,,West Virginia,42.0
6425,11/15/1986,31.0,San Diego State,1.0,,Wyoming,24.0
6426,11/22/1986,21.0,Rice,-11.0,,Air Force,17.0
6427,11/22/1986,0.0,S-M-U,3.0,,Arkansas,41.0
6428,11/22/1986,34.0,Arizona,-4.0,,Arizona State,17.0
6429,11/22/1986,26.0,Holy Cross,-15.0,,Boston College,56.0
6430,11/22/1986,21.0,Utah,-12.5,,Brigham Young,35.0
6431,11/22/1986,3.0,Kansas State,-21.5,,Colorado,49.0
6432,11/22/1986,21.0,UTEP,-10.0,,Colorado State,19.0
6433,11/22/1986,24.0,Wake Forest,-10.0,,Georgia Tech,21.0
6434,11/22/1986,35.0,San Diego State,2.0,,Hawaii,5.0
6435,11/22/1986,34.0,Texas Tech,10.0,,Houston,7.0
6436,11/22/1986,21.0,Oklahoma State,6.5,,Iowa State,14.0
6437,11/22/1986,17.0,Purdue,-11.0,,Indiana,15.0
6438,11/22/1986,27.0,Minnesota,-6.5,,Iowa,30.0
6439,11/22/1986,48.0,Missouri,7.0,,Kansas,0.0
6440,11/22/1986,28.0,Tennessee,5.0,,Kentucky,9.0
6441,11/22/1986,31.0,Southern Miss,14.0,,Louisville,16.0
6442,11/22/1986,14.0,UL-Lafayette, ,,Louisiana Tech,23.0
6443,11/22/1986,24.0,Ohio State,-2.0,,Michigan,26.0
6444,11/22/1986,3.0,Mississippi State,-5.5,,Mississippi,24.0
6445,11/22/1986,35.0,Duke,-9.0,,North Carolina,42.0
6446,11/22/1986,21.0,Louisiana State,3.0,,Notre Dame,19.0
6447,11/22/1986,13.0,Memphis,-3.0,,New Mexico,20.0
6448,11/22/1986,18.0,Illinois,10.0,,Northwestern,23.0
6449,11/22/1986,17.0,Nebraska,-8.0,,Oklahoma,20.0
6450,11/22/1986,28.0,Oregon State,0.0,,Oregon,49.0
6451,11/22/1986,34.0,Penn State,12.5,,Pittsburgh,14.0
6452,11/22/1986,45.0,U.C.L.A.,4.5,,Southern Cal,25.0
6453,11/22/1986,21.0,Clemson,6.5,,South Carolina,21.0
6454,11/22/1986,17.0,California,-17.5,,Stanford,11.0
6455,11/22/1986,23.0,West Virginia,3.0,,Syracuse,34.0
6456,11/22/1986,74.0,Texas A+M,24.0,,Texas Christian,10.0
6457,11/22/1986,22.0,Rutgers,0.0,,Temple,29.0
6458,11/22/1986,18.0,Baylor,8.5,,Texas,13.0
6459,11/22/1986,8.0,Long Beach State, ,,Nevada-Las Vegas,31.0
6460,11/22/1986,14.0,Fresno State, ,,Utah State,7.0
6461,11/22/1986,23.0,Washington State,-16.0,,Washington,44.0
6462,11/22/1986,31.0,No Carolina State, ,,Western Carolina,18.0
6463,11/22/1986,23.0,Michigan State,14.5,,Wisconsin,13.0
6464,11/27/1986,36.0,Miami-Florida,36.5,,East Carolina,10.0
6465,11/27/1986,3.0,Texas,-7.5,,Texas A+M,16.0
6466,11/28/1986,10.0,Virginia,-10.0,,Maryland,42.0
6467,11/29/1986,21.0,Auburn,-3.0,,Alabama,17.0
6468,11/29/1986,10.0,San Diego State,-2.5,,Brigham Young,3.0
6469,11/29/1986,13.0,Florida State,7.0,,Florida,17.0
6470,11/29/1986,31.0,Georgia,10.0,,Georgia Tech,24.0
6471,11/29/1986,37.0,Southern Cal,-1.0,,Notre Dame,38.0
6472,11/29/1986,38.0,Long Beach State, ,,Pacific,21.0
6473,11/29/1986,13.0,Houston,3.5,,Rice,14.0
6474,11/29/1986,20.0,Vanderbilt,-13.5,,Tennessee,35.0
6475,11/29/1986,37.0,Louisiana State,27.0,,Tulane,17.0
6476,11/29/1986,55.0,UTEP,2.5,,Utah,44.0
6477,11/29/1986,35.0,Hawaii,2.0,,Wyoming,19.0
6478,11/30/1986,29.0,Stanford,-3.0,,Arizona,24.0
6479,12/04/1986,10.0,Oklahoma State,12.0,,Missouri,6.0
6480,12/06/1986,7.0,Navy,-4.0,,Army,27.0
6481,12/06/1986,3.0,Air Force,3.5,,Brigham Young,23.0
6482,12/06/1986,10.0,Hawaii,-14.5,,Michigan,27.0
6483,08/30/1987,23.0,Tennessee,-1.0,,Iowa,22.0
6484,09/02/1987,17.0,Brigham Young,-3.0,,Pittsburgh,27.0
6485,09/05/1987,27.0,Wyoming,5.5,,Air Force,13.0
6486,09/05/1987,24.0,Western Michigan, ,,Akron,19.0
6487,09/05/1987,24.0,South Carolina, ,,Appalachian State,3.0
6488,09/05/1987,45.0,Penn State, ,,Bowling Green,19.0
6489,09/05/1987,41.0,Duke, ,,Colgate,6.0
6490,09/05/1987,49.0,Tennessee,18.0,,Colorado State,3.0
6491,09/05/1987,14.0,No Carolina State,10.5,,East Carolina,32.0
6492,09/05/1987,24.0,San Jose State, ,,Eastern Illinois,3.0
6493,09/05/1987,31.0,Miami-Florida,6.5,,Florida,4.0
6494,09/05/1987,41.0,Washington State, ,,Fresno State,24.0
6495,09/05/1987,44.0,Hawaii, ,,Fullerton State,0.0
6496,09/05/1987,34.0,North Carolina,6.5,,Illinois,14.0
6497,09/05/1987,34.0,Rice, ,,Lamar,30.0
6498,09/05/1987,3.0,Texas A+M,-1.5,,Louisiana State,17.0
6499,09/05/1987,13.0,Baylor, ,,Louisiana Tech,3.0
6500,09/05/1987,25.0,Syracuse,-3.5,,Maryland,11.0
6501,09/05/1987,6.0,Central Michigan, ,,Miami-Ohio,15.0
6502,09/05/1987,16.0,Memphis,-13.5,,Mississippi,10.0
6503,09/05/1987,51.0,Long Beach State, ,,Montana State,15.0
6504,09/05/1987,24.0,Utah,2.0,,New Mexico,20.0
